SEED,protected_att,target,method,anon_parameter,supp_level,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
37,gender,income,k-anonymity,10,10,0.4291930734842636,0.3497539892297391,0.004825041742221647,0.259540197167944,0.10018406210916309,0.7693565976008724,0.7786035800272166,0.7675954592363261,0.7899320305862362,0.7687894128726788,"[[3336 1126]
 [ 989 3719]]",0.15467171,1.8123751878738403,0.124331936
38,gender,income,k-anonymity,10,10,0.38869439846211357,0.259228559664592,-0.0028018369199551696,0.21528001724263207,0.09262442271367244,0.795856052344602,0.8057285180572852,0.7920832483166701,0.8198521647307286,0.7950444589155334,"[[3416 1019]
 [ 853 3882]]",0.08519657,3.964915546143295,0.07871193
39,gender,income,k-anonymity,10,10,0.3808267044070251,0.25743796066470914,-0.0031409450983941323,0.22093551402455475,0.09585798204875728,0.7848418756815704,0.7976617782791509,0.7818657016485726,0.8141092736026795,0.7835627178393547,"[[3308 1085]
 [ 888 3889]]",0.0855254,3.540499816211685,0.079048365
0,gender,income,k-anonymity,10,20,0.39742007245999633,0.25320539498874206,-0.011060581473318343,0.24787391360747177,0.06360253066170596,0.7919302071973827,0.8082026537997588,0.788235294117647,0.8292079207920792,0.7896618039869698,"[[3242 1080]
 [ 828 4020]]",0.13278227,4.014917850494385,0.10344879
1,gender,income,k-anonymity,10,20,0.40131274577839465,0.27217043977106703,-0.016626185519315273,0.25312596245309404,0.029821314141752264,0.7911668484187568,0.8035695968817315,0.7916329830234439,0.8158716933972089,0.7899454598823993,"[[3338 1031]
 [ 884 3917]]",0.15452775,3.6090564096573763,0.107755326
2,gender,income,k-anonymity,10,20,0.3751773876736286,0.24462659870022008,-0.000891942779923327,0.22499541971286902,0.10419483435191845,0.7857142857142857,0.800365742151783,0.7650029131870266,0.8391563698338305,0.7844128587328223,"[[3266 1210]
 [ 755 3939]]",0.22296071,3.113976240158081,0.15381205
3,gender,income,k-anonymity,10,20,0.39325216760168397,0.2531174257941181,-0.01396012669112201,0.2552407638024076,0.06968759983600814,0.7828789531079607,0.7984205730484966,0.7719263899765074,0.8267980708743972,0.7810427527741675,"[[3236 1165]
 [ 826 3943]]",0.22626033,2.4367455033538388,0.15506683
4,gender,income,k-anonymity,10,20,0.39909885196682143,0.29309867113534127,0.009188858941197475,0.23950424721056854,0.08930185504887789,0.7853871319520175,0.79959266802444,0.7725304998032271,0.8286196707471507,0.7838946729187017,"[[3276 1156]
 [ 812 3926]]",0.22132528,1.7710726261138916,0.15125255
5,gender,income,k-anonymity,10,20,0.36676387652987347,0.24774803616714114,0.00885391233539834,0.20145751250545404,0.1271349714888036,0.7850599781897492,0.79848686228402,0.7729612034837688,0.8257559737788116,0.7837404052636459,"[[3294 1147]
 [ 824 3905]]",0.22823386,2.3240678310394287,0.15537418
6,gender,income,k-anonymity,10,20,0.40986148744260237,0.28526792696953807,-0.0010358989775066663,0.257892517995566,0.07407441043804674,0.7872410032715377,0.803187733279532,0.7749659334241775,0.8335427135678392,0.7852283435841017,"[[3238 1156]
 [ 795 3981]]",0.22509348,2.700590844178221,0.1520789
7,gender,income,k-anonymity,10,20,0.3933733973370189,0.2944173781380366,0.011270571878689184,0.23265037702157546,0.09378723240708708,0.7829880043620502,0.7977231144541573,0.7722889195040347,0.8248896363254152,0.7813548566852546,"[[3256 1157]
 [ 833 3924]]",0.22260322,2.107194423675537,0.15199424
8,gender,income,k-anonymity,10,20,0.37532315507828035,0.2652185405381948,0.0036744766243627103,0.22737075246255173,0.08437270902881266,0.7822246455834242,0.795577848295629,0.7702675916749256,0.8226079593564776,0.7809620993363584,"[[3287 1159]
 [ 838 3886]]",0.21747352,1.9915974140167236,0.15004805
9,gender,income,k-anonymity,10,20,0.3953471412530452,0.2727606139894734,-0.00021522361280945645,0.23249679216476093,0.09995869510194622,0.7871319520174482,0.7996715927750411,0.7750149194350507,0.8259486962052152,0.7859813097015297,"[[3322 1131]
 [ 821 3896]]",0.22415836,1.9775717732174767,0.1538235
10,gender,income,k-anonymity,10,20,0.37539588853341826,0.24844740650015684,-0.007378450552518179,0.21649980694056314,0.06769708864900237,0.7962922573609597,0.8060228452751818,0.7894629780309195,0.8232923207467119,0.7955106127970543,"[[3421 1035]
 [ 833 3881]]",0.13024373,3.680392265319824,0.10251752
11,gender,income,k-anonymity,10,20,0.4072080313429602,0.2925444382262019,0.0015303543268616604,0.24548463840781767,0.1009888307758906,0.7824427480916031,0.7963662345616005,0.769883560292086,0.8247357293868922,0.7810615583871399,"[[3274 1166]
 [ 829 3901]]",0.22371936,2.1999240459703913,0.15552299
12,gender,income,k-anonymity,10,20,0.39769283971984765,0.26284659524096143,-0.012943752689549726,0.2357068879384923,0.0684079779846325,0.7961832061068702,0.8068217054263566,0.7849959774738536,0.8298958111843504,0.795292655983937,"[[3398 1069]
 [ 800 3903]]",0.132831,3.940154778405327,0.103603095
13,gender,income,k-anonymity,10,20,0.3814651088175622,0.2807507593319345,0.010777333635547781,0.21559379761875325,0.1436883826272315,0.7721919302071973,0.7855896541106435,0.7602304330552244,0.8126990868549586,0.7710659747209112,"[[3254 1207]
 [ 882 3827]]",0.2258228,2.156821814172127,0.15362844
14,gender,income,k-anonymity,10,20,0.4059064555019256,0.2844040809062357,9.73784514414211e-05,0.2439527918957481,0.07802800500025497,0.7880043620501636,0.8023184868822453,0.7864832535885168,0.8188044831880449,0.7863553665940224,"[[3281 1071]
 [ 873 3945]]",0.23041198,2.416419089841399,0.15547776
15,gender,income,k-anonymity,10,20,0.3774131563283773,0.2473805855161787,-0.007862633896611126,0.2260288433094198,0.05801630910695388,0.7959651035986914,0.8076488125835304,0.7881219903691814,0.8281678262702931,0.7948157857351015,"[[3371 1056]
 [ 815 3928]]",0.15638787,3.495726038926804,0.109477624
16,gender,income,k-anonymity,10,20,0.4083177583068254,0.2933782424907777,0.0033716244709263155,0.24567024809549126,0.09231560086107216,0.7866957470010905,0.8006928877114327,0.7732729777602834,0.8301288823156561,0.7852469969387611,"[[3285 1152]
 [ 804 3929]]",0.21917234,1.9388920068740845,0.1510511
17,gender,income,k-anonymity,10,20,0.35907031824964836,0.24118606321294367,0.0073120024168894515,0.2016802986278423,0.12342377496839307,0.7805888767720829,0.795112016293279,0.7701716314855,0.8217217427909914,0.7790437181934138,"[[3254 1165]
 [ 847 3904]]",0.22184391,2.128441333770752,0.15089501
18,gender,income,k-anonymity,10,20,0.3883742062892693,0.25871319691544414,-0.006378234676742367,0.23791379797371498,0.08133937177930362,0.784514721919302,0.7995536620004058,0.7793157998813526,0.820870651947511,0.7827173126984064,"[[3253 1116]
 [ 860 3941]]",0.22557251,2.4906606674194336,0.1546027
19,gender,income,k-anonymity,10,20,0.3843143540761742,0.2628231276758989,-0.008662503142501943,0.22863080471776126,0.08893690066606508,0.7838604143947655,0.7943556754513384,0.7733333333333333,0.8165529010238908,0.7831091145012359,"[[3360 1122]
 [ 860 3828]]",0.21949755,1.9876355977049078,0.15167205
20,gender,income,k-anonymity,10,20,0.414519085686193,0.29027540077263836,-0.000891066324622658,0.2498699538237318,0.07350277411817052,0.7941112322791712,0.8080910754218337,0.7832512315270936,0.8345580516481209,0.7924775735889799,"[[3307 1100]
 [ 788 3975]]",0.21955475,2.2027640342712402,0.14994149
21,gender,income,k-anonymity,10,20,0.4122638332370509,0.2941693635878859,-0.0015042482979110705,0.24102489665577684,0.09364592949026707,0.7902944383860414,0.8026275274556092,0.7787293367855009,0.8280389665396019,0.7891318933417435,"[[3337 1111]
 [ 812 3910]]",0.2251308,2.4888447400847014,0.15307674
22,gender,income,k-anonymity,10,20,0.36714323018670847,0.2385742208404894,-0.00560778169473819,0.21119586803860313,0.0842328554235956,0.7921483097055616,0.8031805039239983,0.782652445159992,0.8248144220572641,0.7911950898165109,"[[3375 1080]
 [ 826 3889]]",0.13530152,3.8732346866893055,0.10622211
23,gender,income,k-anonymity,10,20,0.39045999799366865,0.2596491228070176,-0.00154698704392231,0.23381320069161102,0.0959644734684012,0.7902944383860414,0.8043146433296021,0.7708211429685976,0.8408510638297872,0.7889937645770861,"[[3295 1175]
 [ 748 3952]]",0.21795689,2.568513241950904,0.14844602
24,gender,income,k-anonymity,10,20,0.39681568977374054,0.27802888193304365,-0.004622131753431957,0.24104862183074524,0.09051975603288254,0.7826608505997819,0.7949799403353565,0.7700278995615784,0.8216032319795875,0.7816321510244926,"[[3313 1154]
 [ 839 3864]]",0.23016684,2.3849714717060864,0.1570097
25,gender,income,k-anonymity,10,20,0.40187717311084015,0.28309136514508326,-0.002130917648398678,0.23118828392678464,0.07586385880965296,0.7932388222464558,0.8053388090349076,0.791683488090432,0.8194734642707898,0.7920360022083875,"[[3352 1032]
 [ 864 3922]]",0.12787701,4.060990467435636,0.099739626
26,gender,income,k-anonymity,10,20,0.4104961235259448,0.2999559726567026,0.001612294098551792,0.24359740538798313,0.09046166509308351,0.783969465648855,0.7975058775426761,0.7803560712142429,0.8154264214046822,0.7825422120703301,"[[3288 1098]
 [ 883 3901]]",0.22477174,2.367243691723158,0.1541986
27,gender,income,k-anonymity,10,20,0.3925713185459695,0.2931109528331751,0.005614290930261556,0.22102489679977444,0.09253787150951143,0.7869138495092693,0.7967124427798585,0.7820669934640523,0.8119168787107719,0.7861784662974605,"[[3387 1067]
 [ 887 3829]]",0.22393894,2.094320774078369,0.1532693
28,gender,income,k-anonymity,10,20,0.39917941219310243,0.27338393843141273,-0.006698700522739021,0.2341580940154854,0.10596987284224613,0.7836423118865867,0.7960526315789473,0.776107436359992,0.8170500105507491,0.7824812228334879,"[[3314 1117]
 [ 867 3872]]",0.2225587,2.1033370706617402,0.15390295
29,gender,income,k-anonymity,10,20,0.36668591963965086,0.23997183372183373,-0.0019099153321170403,0.20782496921003,0.11079296215955647,0.7872410032715377,0.798928166546429,0.7714968152866242,0.8283821329343877,0.7863798885558155,"[[3343 1148]
 [ 803 3876]]",0.2228015,1.8498106002807617,0.15288277
30,gender,income,k-anonymity,10,20,0.39025708241854684,0.268627352488112,0.0036976176280109074,0.22362267643567316,0.11246881722109225,0.787350054525627,0.8010610079575596,0.7751233958538993,0.8287945957356977,0.7859289919801882,"[[3294 1139]
 [ 811 3926]]",0.21978226,2.1177891120040058,0.15217224
31,gender,income,k-anonymity,10,20,0.405851704364473,0.3029491086218148,0.004650319030699013,0.24423244385411616,0.08588159154579944,0.7794983642311887,0.7927429274292743,0.7785383531306623,0.8074754646063896,0.7781956186305173,"[[3281 1100]
 [ 922 3867]]",0.22858287,2.127310276031494,0.15549795
32,gender,income,k-anonymity,10,20,0.37917512976754686,0.27167814825020675,0.021457391718055274,0.20493545613866537,0.1400890044580395,0.786041439476554,0.8020581113801453,0.7707969749854566,0.8359621451104101,0.7841192379006184,"[[3233 1182]
 [ 780 3975]]",0.22425006,2.3244009017944336,0.15302071
33,gender,income,k-anonymity,10,20,0.3950909401351199,0.26231642189586113,-0.004135347585213167,0.23693903755717216,0.09281720833775842,0.7898582333696837,0.8030256567515077,0.7747534516765286,0.8334394228729047,0.788606630888999,"[[3315 1142]
 [ 785 3928]]",0.22518504,2.7938835677066614,0.1538605
34,gender,income,k-anonymity,10,20,0.38477299726143777,0.2576973448384575,-0.003770883292169902,0.2392326246352699,0.08854274029720921,0.7815703380588876,0.7975336096229657,0.7699063231850117,0.8272174460054519,0.7796618927368772,"[[3222 1179]
 [ 824 3945]]",0.22277094,2.629201650619507,0.15213883
35,gender,income,k-anonymity,10,20,0.3940859586263376,0.2738744958395407,-0.004538743692792946,0.23167461233093845,0.1019620043797258,0.7827699018538713,0.7943423497831922,0.774511777733038,0.8152150879423606,0.7817931202461748,"[[3331 1120]
 [ 872 3847]]",0.23168707,2.0525565147399902,0.15748073
36,gender,income,k-anonymity,10,20,0.37724394482459,0.26156328533136974,0.010167807103291016,0.21091482765578853,0.13004324189307903,0.7836423118865867,0.797839820664357,0.768702140192421,0.829273459012921,0.7822474285399512,"[[3271 1178]
 [ 806 3915]]",0.22304472,2.72406268119812,0.15366262
37,gender,income,k-anonymity,10,20,0.40541048014027775,0.3046289501809498,0.005508776339491428,0.2409496441509232,0.1113419281813457,0.7760087241003272,0.7878099173553719,0.7668946098149638,0.8098980458793543,0.7750745271978573,"[[3303 1159]
 [ 895 3813]]",0.22356454,1.9699838161468506,0.15443999
38,gender,income,k-anonymity,10,20,0.3901527206706894,0.24481876708704464,-0.01602071874833122,0.22774541155762526,0.0713275744212889,0.7961832061068702,0.8057374493295916,0.7932869422840769,0.818585005279831,0.7954255353343912,"[[3425 1010]
 [ 859 3876]]",0.15697363,3.7332894932988006,0.10897494
39,gender,income,k-anonymity,10,20,0.3841189430379306,0.2553579057229225,-0.0083970629694341,0.22606268964464438,0.08308826978096717,0.7870229007633588,0.7991773778920308,0.7853678253839935,0.8134812643918777,0.7858665142810742,"[[3331 1062]
 [ 891 3886]]",0.1296212,3.665446340258353,0.10151147
0,gender,income,k-anonymity,10,30,0.3940265992834482,0.26313002909062555,-0.0011664414775960363,0.2407731223245557,0.08687922752872368,0.786041439476554,0.8034068136272545,0.7811769290724864,0.8269389438943895,0.7835527667181341,"[[3199 1123]
 [ 839 4009]]",0.17371854,3.3169625740610162,0.111569524
1,gender,income,k-anonymity,10,30,0.4043922044876243,0.2998230729020065,-0.0021252602359472794,0.24830959690600746,0.06121506157681755,0.7816793893129771,0.7949190739602541,0.782100382987301,0.80816496563216,0.7803699627886138,"[[3288 1081]
 [ 921 3880]]",0.17524749,3.214826885699846,0.11201347
2,gender,income,k-anonymity,10,30,0.3829155836484092,0.2578130072018464,-0.003804333409355043,0.2247586789623726,0.08808658261158553,0.7905125408942203,0.8021830913397179,0.7763603747259318,0.8297827013208351,0.7895562300169858,"[[3354 1122]
 [ 799 3895]]",0.24145554,2.2029016379986635,0.16178748
3,gender,income,k-anonymity,10,30,0.3906433271179394,0.24845502201853653,-0.015924949457608695,0.24940046612352276,0.06265876587381303,0.7869138495092693,0.801099348534202,0.7784371909000989,0.8251205703501783,0.7853164769496858,"[[3281 1120]
 [ 834 3935]]",0.24529672,2.1021929152935304,0.16192947
4,gender,income,k-anonymity,10,30,0.40057136399729654,0.2951465179285073,0.005883254898561008,0.24006773342704218,0.08112160418403358,0.7858233369683751,0.7986879868798687,0.776404942208051,0.8222878851836218,0.7845645202091394,"[[3310 1122]
 [ 842 3896]]",0.24464151,1.8707770538874806,0.16187048
5,gender,income,k-anonymity,10,30,0.3726552950771613,0.26152961701838895,0.010363223369397878,0.20346937491522765,0.12642846221892168,0.7840785169029444,0.7966728280961183,0.7744060690756638,0.8202579826601819,0.7829053930414174,"[[3311 1130]
 [ 850 3879]]",0.24261558,2.2214276790618896,0.16268468
6,gender,income,k-anonymity,10,30,0.39613914357559826,0.2732018765155715,0.0018524311127180448,0.24335581694821873,0.08856254002372721,0.7851690294438386,0.8011707710940654,0.7733826968043648,0.8310301507537688,0.7831755214396972,"[[3231 1163]
 [ 807 3969]]",0.24735032,2.1872842075766488,0.16241667
7,gender,income,k-anonymity,10,30,0.37975108763760856,0.2783220802075401,0.014234924238996416,0.21380159182253924,0.10027503437929741,0.7884405670665212,0.8024842190999797,0.7780848963474827,0.8284633172167333,0.7868806502240475,"[[3289 1124]
 [ 816 3941]]",0.25264937,3.203996419906616,0.16642149
8,gender,income,k-anonymity,10,30,0.3632398669414615,0.24724610122417412,0.004797610008316133,0.21671620912746983,0.09232520170363356,0.783969465648855,0.7981249363089779,0.7695028492827668,0.8289585097375106,0.7825629255840049,"[[3273 1173]
 [ 808 3916]]",0.24267052,2.1536122473643253,0.1627783
9,gender,income,k-anonymity,10,30,0.40527489592139404,0.30293513161044305,0.005261344805031931,0.23172244510135137,0.10135184287099908,0.7848418756815704,0.7953531791307955,0.7786352558895208,0.8128047487810048,0.7840129739862807,"[[3363 1090]
 [ 883 3834]]",0.24730633,2.5235007370816844,0.16502005
10,gender,income,k-anonymity,10,30,0.39699604447931136,0.288188674090468,0.0034083859122508997,0.2321475035224433,0.07536187463154909,0.7921483097055616,0.803424092409241,0.7818145323163388,0.826262197708952,0.7911607218347273,"[[3369 1087]
 [ 819 3895]]",0.17566466,2.5805039405822754,0.11306025
11,gender,income,k-anonymity,10,30,0.3970179083774284,0.26714458302242117,-0.0035361369207337345,0.24258371492159322,0.09886911691335443,0.7844056706652126,0.799187404773997,0.7691104594330401,0.8317124735729386,0.7828607412909738,"[[3259 1181]
 [ 796 3934]]",0.2730758,3.773427914842416,0.17624263
